,correlation,covariance,gemm,gemver,gesummv,symm,syr2k,syrk,trmm,2mm,3mm,atax,bicg,doitgen,mvt,cholesky,durbin,gramschmidt,lu,ludcmp,trisolv,deriche,floyd-warshall,nussinov,adi,fdtd-2d,heat-3d,jacobi-1d,jacobi-2d,seidel-2d,geom_mean,wins
C: AllHints,11.049425260952495,9.553608069135969,4.468020543218064,1.611808406208765,2.4001293622287942,7.558555724461852,9.083045026225966,6.074836408794712,4.509598667000567,19.18549428925652,20.88778277865889,2.5874025774736733,1.6730361555682975,25.957571425843337,2.042960393746553,1.066772777366423,1.1788069402708616,,1.4513841204432951,1.4831332180511931,1.0137314337925758,7.515368018591502,7.052561655193101,6.38690249881828,2.790797833378823,0.7819027738471641,1.0532334330411677,0.09412284396589922,1.777969096386567,1.3612641122769413,3.084467723088546,9.0
C: ChooseHints,7.592099623899013,7.4455559090338115,6.4480989059378375,1.539303650027456,2.3703326311738686,5.425210905684746,8.891350614702178,5.622435479571886,5.354087588388942,21.144047649284616,15.581585836749225,2.4518430996682725,2.4891945184224027,25.84487976492936,2.205567307430557,1.069454140173381,1.1768961864782514,2.725689594637329,1.4633239176218673,1.5138676172626075,0.9638873329992742,2.4124968708014705,7.226945279574588,6.38874591232373,2.046110553161124,0.7927264123672833,1.019072884091391,0.028723508431597565,1.2282994658431576,1.8514532357305413,2.7733297732734603,5.0
C: FromPlan,3.3720254597271584,3.292757512380344,3.7002970418159253,1.8941522057111362,2.11334608169405,4.2589898893253135,8.492887156932218,1.9676117687053294,5.617586140630411,5.345847273797613,11.760716422410885,1.5420410728143517,2.3945417229661174,4.168388974968169,2.3608691082845406,2.636162377506192,1.2315915842675915,,3.2501276409587048,1.5030886601294342,1.891680109435484,1.4581998902988162,3.5809372254277476,2.6879912561258337,2.3951493274135753,1.0307865366548992,0.8102026816038513,0.031154558320537467,1.2618366566437285,1.9019443815252124,2.207998313365471,6.0
C: Naive,3.179625803480195,3.407583266116977,1.2752976123475768,1.8414925342971669,2.1446423179873704,3.707378291574984,1.3753490274114148,5.018917722231732,4.213766034400942,4.114365703515184,5.238504903503216,1.0675309430055506,2.4432346417658057,3.7557494405561958,2.4290863570308145,1.0716630203633024,1.1800057333275447,3.246644074514897,1.4333958522568948,1.3687122377061618,1.0273669392540334,1.5436957218108063,2.080334648796139,1.9327086340223638,3.0112876169772496,1.4141163591792218,0.9534785310262176,1.0909734675859928,1.0744746040710462,1.2843097347894314,1.9916797580846166,4.0
Exo: AllHints,5.236670953855914,2.1731778018684302,4.624072127091287,1.4967039632716435,1.6453092746105695,4.145019178260317,7.6090338667211075,4.96781339372131,2.3833172988045366,16.289616617601727,11.350287640525206,0.7474554766244025,1.1228501338472099,12.027981592758023,1.268121916747544,1.0289212849307883,1.0675499524238363,,0.9330836423976557,0.9315895772973004,1.0224679593104002,2.0564655520677504,2.8676155023870784,2.8686596220309224,2.0823197520695174,0.5090722892830674,0.4062999853721515,0.009207163138064139,0.883868222368351,0.9975851255917235,1.718653853027686,0.0
Exo: ChooseHints,6.318503396847099,7.049317299695698,4.761425977981743,1.4794940592959152,1.6491743124970162,1.1823480935519808,8.639997957639386,4.904721403549109,1.8448161202061595,14.308207140215798,15.435672483791299,0.936143518627525,1.8807539216956302,5.498114912863281,1.8873051102635265,1.0338015057063126,0.9596255878504095,,1.2398343178138882,1.2080255442876953,1.0859477765642869,2.0273074691149655,2.3367169008989745,2.8590220566171944,1.9625602307903918,0.436300249497252,0.3976227361870523,0.009378983564839856,0.8855176404150557,0.8722599643467672,1.745705047014593,0.0
Exo: FromPlan,2.914182090893943,3.079041985625192,2.374851862320213,0.8038723813815957,1.83378815126611,0.7650177188069097,2.5557117786677113,1.4352857861352126,1.7245338756202269,3.511134073117285,15.129472999385946,0.7955425739390425,1.0334618840058423,3.5522606648470276,0.7758563186326389,1.0443272801545243,0.9693576109122638,,1.0263953887807586,0.019170803886000096,0.9697418501206723,1.1415047040402724,2.607474779585284,2.873082279043131,1.906937930699853,0.5764182546764973,,0.009718626218932555,,1.0861192758240417,1.1408283443188325,0.0
Exo: Naive,3.7705618485314227,10.928676128553947,2.620429923120822,1.178552772841716,1.604638376517424,3.458912419043147,7.513416910207264,5.099826364631839,3.3900941399630398,12.610282395912336,11.59174173478919,0.5723233289637576,1.7593805748108393,3.2476310157900605,1.7955924856649728,1.0303278963568319,0.954778310743726,,1.3600230000352607,1.2698729104831394,0.955779772486088,1.1597481449544842,2.2194768092473094,1.0215089750174693,2.0135626326487173,0.7740329977773319,0.4216743179108754,0.009143019940946233,0.6169274478694324,0.8376942735580835,1.612664366533658,1.0
Halide: AllHints,0.4226995894502073,,,,,,,1.0672730169585092,,,,,0.2003853929491781,,0.5476577993463219,0.03324030270376203,,,,0.20886186111246294,,0.546090478185878,,1.4012395893327734,,0.06904046002353338,0.4648906538274985,,,,0.31091654292678006,0.0
Halide: ChooseHints,,2.1978740444308094,,,,,,,,,,,,,0.11462390075362823,0.7167514044878219,,,0.22748752263045408,0.14859660462435528,0.15469818013799821,0.4428086560371741,0.17373138186302678,0.4541352122551731,0.9656874610433952,0.02728262316062129,0.7365766312574018,0.0026591712196880183,,,0.21157605574945382,0.0
Halide: FromPlan,,,0.590074446346603,,,11.13023450095288,0.9978983106331463,2.3222976374063666,,,,,0.10494348508289102,,0.19311557148732153,,0.06376840948012663,,0.15949241439900141,,0.16473811777315667,0.7665196032229276,0.27638342708191665,,1.075713314602895,0.028946057768979815,0.7261651638895796,0.030685539856359592,,,0.33525444624658923,1.0
Halide: Naive,,1.5070706706519448,,,0.3356647743276614,,,,,,,0.02400799214860369,,,0.4864891497387432,1.0240745891931833,,,,0.21315533669554948,0.19966613225696958,0.7389489367859764,0.18350905342460025,,0.8502627893699988,0.07239379360613336,0.46102916234578606,,,,0.3159885055752445,0.0
Noarr: AllHints,1.152860369289581,3.673140319434947,0.9418536731679673,1.748689892218172,2.6117558132020835,3.2455746978563287,1.1893722488662042,1.17708175561871,4.004824812244941,4.0540346310172914,8.183325979069904,1.2467379249169284,2.463551085414526,4.523160261896709,2.2729874803821746,,1.9108398887053348,,1.6024406674167608,1.0490724081757563,1.2157550985149335,2.3637454924328165,2.1204380049487406,,1.8359521195039992,1.0163167063264418,0.3712913142664104,1.218690056169276,0.6475900355336129,1.3769257165407076,1.7720768521135954,2.0
Noarr: ChooseHints,2.319042642803161,3.783065551263759,0.9557389243404417,1.7215996116390895,2.6152798830163886,3.136659379122673,1.1818268029155048,1.1083236938487164,3.9097912437345763,4.029705325001249,3.630523385693936,1.2148330089844612,2.4810770723476,4.418409588609761,2.287526240666771,,1.274400209557853,,1.1394305626599377,1.031497963535872,1.2092714338271797,1.7886874332856884,2.2104277727602524,,1.3465954588883047,0.62552255276028,1.0420525812408334,0.6674310865493979,1.0832982300968266,1.3790759780006683,1.7009865969159779,1.0
Noarr: FromPlan,1.4119882183110273,3.83171929357286,0.9269352906878591,1.745640944456488,2.6138286957438943,3.073876654028011,2.3505927163907048,0.981625353916745,3.468024487294453,1.4661388351923452,3.4353391354085465,0.6599974486577006,1.8839526079288924,4.308153694636686,1.9853911622288423,,1.2792093528261779,,1.5994683737391113,1.0471108608743291,1.2084318356034813,1.8887561963239676,2.2043531938108845,,1.3446059626174742,1.059934117900622,0.9771440181785555,1.188675952501617,0.6852130141185963,1.3708060518755825,1.6264610394264272,0.0
Noarr: Naive,2.278178877223705,3.848699408131407,0.9476578081040217,1.8630512176135394,2.615190180240878,3.179709041503049,2.3738619334235613,1.1075997159082747,3.8730068482485858,4.056421416734351,3.704386623376423,1.3062882804925935,2.571644286777974,4.387088346848258,2.258062177224171,,1.2762734831441092,,1.533253530679516,1.0369866800390144,1.2119520768164496,2.612115172384646,2.1965711091097093,,0.9941244657991837,1.1053452116637554,1.011550167398604,0.7242304654496392,0.7053449896548122,1.3789433246127376,1.7950216710539881,1.0
geom_mean,2.933020807803908,4.011319618015067,2.0091270381886384,1.5398770327428528,1.8616738541483975,3.435852724688064,3.436462408153861,2.4009158752560618,3.4739811390442887,6.749977335971378,8.856652169868655,0.840396434505838,1.3368954025161415,6.16708240118747,1.1670627554984414,0.8034018326881565,0.9458064208407864,2.974784693283902,1.070513774954634,0.6302671475039731,0.7739455722194845,1.4980886067900938,1.7032054151630633,2.244649052435494,1.6533913758066958,0.38794494128482593,0.6702767812587295,0.06744353447526749,0.9362915172216097,1.2693320221194957,1.1723601137856354,
